facility_ID,facility_name,address,city,state,zip,county,hospital_type,hospital_ownership,hosp_overall_rating,census_region,census_division,median_age,per_white_non_hisp,med_inc_15plus_12mo,per_below_poverty,per_college_grad_deg_25_plus,COMP_HIP_KNEE,MORT_30_AMI,MORT_30_CABG,MORT_30_COPD,MORT_30_HF,MORT_30_PN,MORT_30_STK,PSI_03,PSI_04,PSI_06,PSI_08,PSI_09,PSI_10,PSI_11,PSI_12,PSI_13,PSI_14,PSI_15,PSI_90
330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,NY,10037,NEW YORK,Acute Care Hospitals,Government - Local,1,Northeast,Middle Atlantic,38.6,7.4,38118,23.3,42.2,,,,7.4,10.9,16,11.4,0.86,,0.18,0.06,2.54,,,3.12,,0.78,0.96,0.99
330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,NY,13210,ONONDAGA,Acute Care Hospitals,Government - State,2,Northeast,Middle Atlantic,21.2,57.4,12359,38.5,51.9,2,14,3.6,9.1,11.7,16.1,11.3,1,170.42,0.16,0.08,2.09,1.58,8.22,3.48,6.89,1.48,0.97,1.25
330245,ST ELIZABETH MEDICAL CENTER,2209 GENESEE STREET,UTICA,NY,13501,ONEIDA,Acute Care Hospitals,Voluntary non-profit - Private,1,Northeast,Middle Atlantic,33.7,52.7,23534,28.2,21.1,1.9,13.2,2.8,8.7,11.5,17.9,,0.9,167.28,0.16,0.11,2.27,0.64,6.03,3.83,4.53,0.73,1.55,1.03
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,Acute Care Hospitals,Voluntary non-profit - Private,4,Northeast,Middle Atlantic,46.3,83.1,54818,4.4,60.9,2.1,,,7.1,12.4,14.8,11.6,1.53,,0.24,0.06,2.42,1.25,6.26,2.96,3.5,0.76,0.9,1.08
330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,CLINTON,Acute Care Hospitals,Voluntary non-profit - Private,4,Northeast,Middle Atlantic,36.2,90.1,27073,15,29.9,2.2,12.1,,8,10.2,15,14.3,0.45,154.9,0.15,0.12,2.82,,,3.4,,0.72,1.15,1
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NASSAU,Acute Care Hospitals,Voluntary non-profit - Private,2,Northeast,Middle Atlantic,43.4,76,60140,5.3,60,2.5,11.2,,9,10.3,21.7,12.9,2.51,,0.16,0.05,2.37,0.85,3.91,3.99,3.49,0.77,1.25,1.23
33025F,Keller ACH (West Point),900 Washington Rd,West Point,NY,10996,ORANGE,Acute Care - Department of Defense,Department of Defense,,Northeast,Middle Atlantic,21.1,69.8,13939,1.8,80.1,,,,,,,,,,,,,,,,,,,
330261,PHELPS MEMORIAL HOSPITAL CENTER,701 N BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,Acute Care Hospitals,Voluntary non-profit - Other,3,Northeast,Middle Atlantic,41.6,53.7,48761,6.6,51.8,2,13.3,,9.5,11.9,15.1,14,0.47,,0.16,0.05,2.23,0.81,5.23,2.89,3.31,0.76,0.82,0.84
330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,ORANGE,Acute Care Hospitals,Voluntary non-profit - Other,2,Northeast,Middle Atlantic,37.4,38,32001,13.5,25.7,2.3,12.5,,7,12.8,15.3,13.9,2.63,133.44,0.17,0.05,2.15,0.86,3.48,4.44,4.12,1.02,0.84,1.27
330265,CLIFTON SPRINGS HOSPITAL AND CLINIC,2 COULTER ROAD,CLIFTON SPRINGS,NY,14432,ONTARIO,Acute Care Hospitals,Voluntary non-profit - Private,,Northeast,Middle Atlantic,43,93.3,31136,8.3,24.2,,,,,13.1,15.5,,0.26,,0.18,0.07,2.55,0.91,4.8,3.3,3.89,,1.02,0.92
330267,HUDSON VALLEY HOSPITAL CENTER,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,WESTCHESTER,Acute Care Hospitals,Voluntary non-profit - Private,3,Northeast,Middle Atlantic,43.5,66.9,49316,4.6,49.3,2.6,12.4,,8.5,11.1,16.5,13,1.21,,0.2,0.06,2.67,1.27,9.55,3,4.9,0.75,1.25,1.2
330270,HOSPITAL FOR SPECIAL SURGERY,535 EAST 70TH STREET,NEW YORK,NY,10021,NEW YORK,Acute Care Hospitals,Voluntary non-profit - Private,5,Northeast,Middle Atlantic,42.4,80.9,79224,5.3,80.5,1.8,,,,,,,0.05,137.96,0.19,0.06,3.02,0.56,1.75,3.37,3.43,0.75,1.14,0.65
330273,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,CARMEL,NY,10512,PUTNAM,Acute Care Hospitals,Voluntary non-profit - Private,4,Northeast,Middle Atlantic,46.7,77.7,41727,4.4,39,2.3,11.6,,7,10.4,13.4,11.5,0.07,,0.17,0.06,2.22,0.87,7.01,4.26,4.27,0.76,0.89,0.96
330276,NATHAN LITTAUER HOSPITAL,99 EAST STATE STREET,GLOVERSVILLE,NY,12078,FULTON,Acute Care Hospitals,Voluntary non-profit - Private,3,Northeast,Middle Atlantic,44.3,89.5,26442,19.6,15.7,2.6,,,8.9,10.2,16.6,,0.3,,0.25,0.07,2.36,0.92,5.9,3.29,4.03,,1.03,0.97
330277,CORNING HOSPITAL,1 GUTHRIE DRIVE,CORNING,NY,14830,STEUBEN,Acute Care Hospitals,Voluntary non-profit - Private,3,Northeast,Middle Atlantic,41.3,93.6,33777,10.9,38.4,2.5,11.7,,8.6,14.5,15.8,13.1,1.61,,0.18,0.15,2.33,0.91,5.74,3.06,3.98,0.8,1,1.05
330279,MERCY HOSPITAL OF BUFFALO,565 ABBOTT ROAD,BUFFALO,NY,14220,ERIE,Acute Care Hospitals,Voluntary non-profit - Private,3,Northeast,Middle Atlantic,38.3,81.6,33190,10.2,26.6,2.2,13.4,2.4,8.4,15,17.9,14.4,2.31,180.75,0.18,0.05,2.15,0.9,3.04,2.65,3.68,0.69,1.1,1.1
330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14642,MONROE,Acute Care Hospitals,Voluntary non-profit - Private,2,Northeast,Middle Atlantic,#N/A,#N/A,#N/A,#N/A,#N/A,,11.3,2.8,8.1,13.1,15.5,12.9,0.26,161.51,0.21,0.08,2.95,0.98,8.05,4.19,8.7,0.55,1.12,1.17
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,SUFFOLK,Acute Care Hospitals,Voluntary non-profit - Church,1,Northeast,Middle Atlantic,41.9,87.4,49206,3.6,41.5,2.3,13.4,2.6,8,10.6,20.1,11.7,2.92,165.53,0.23,0.03,2.28,1.54,2.01,6.33,6.12,0.92,0.85,1.6
330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,WESTCHESTER,Acute Care Hospitals,Voluntary non-profit - Private,5,Northeast,Middle Atlantic,40.3,45.3,49250,17.1,57,2.1,12.2,,8.3,9.4,14.7,13,0.51,120.19,0.16,0.09,2.34,0.6,6.1,4.18,4.85,0.67,0.85,0.96
330307,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,ITHACA,NY,14850,TOMPKINS,Acute Care Hospitals,Voluntary non-profit - Private,3,Northeast,Middle Atlantic,27.6,69.9,26718,22.9,64.9,2.2,12.9,,8.9,13.5,19.5,12.8,1.99,,0.21,0.06,2.9,0.87,3.74,3.92,5.1,0.77,0.92,1.17
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,Acute Care Hospitals,Voluntary non-profit - Private,2,Northeast,Middle Atlantic,44.9,76.5,60953,2.7,65.4,2.6,11.1,,7.7,9.8,18,12.1,0.34,169.72,0.2,0.05,2.13,0.9,11.85,3.04,4.51,0.72,0.77,1.03
330332,CHSLI ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,Acute Care Hospitals,Voluntary non-profit - Private,2,Northeast,Middle Atlantic,44.5,74.4,46946,3.4,41.7,,13.8,,7.2,10.8,20.5,17.6,1.22,,0.17,0.06,2.19,0.9,5.46,3.52,3.95,0.77,1.62,1.08
330350,SUNY/DOWNSTATE UNIVERSITY HOSPITAL OF BROOKLYN,445 LENOX ROAD,BROOKLYN,NY,11203,KINGS,Acute Care Hospitals,Government - State,1,Northeast,Middle Atlantic,40,3.8,31892,13.8,26.8,,13.8,,7.5,10.9,18.4,12.8,2.45,,0.17,0.06,2.67,0.91,12.96,3.4,3.86,0.77,1.77,1.36
330386,GARNET HEALTH  MEDICAL CENTER CATSKILLS - (CSK),"68 HARRIS BUSHVILLE ROAD, P O BOX 800",HARRIS,NY,12742,SULLIVAN,Acute Care Hospitals,Voluntary non-profit - Private,2,Northeast,Middle Atlantic,62.8,48.6,31136,10.8,33.8,,13.1,,6.3,11.8,16.6,13.1,0.09,,0.18,0.07,2.32,,,3.05,,0.77,0.95,0.95
330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,SUFFOLK,Acute Care Hospitals,Government - State,4,Northeast,Middle Atlantic,19.9,30.2,2980,0,36.9,2.5,11.7,2.1,6.7,9.5,14.1,10.5,1.04,153.91,0.17,0.02,2.59,0.99,5.26,4.29,4.98,0.49,0.87,1.07
330394,"UNITED HEALTH SERVICES HOSPITALS, INC",10-42 MITCHELL AVENUE,BINGHAMTON,NY,13903,BROOME,Acute Care Hospitals,Voluntary non-profit - Private,2,Northeast,Middle Atlantic,41.1,80.7,28353,18.5,31.7,2.2,13.1,3.1,8.5,15.2,19.4,14.4,1.58,149.49,0.2,0.1,2.43,0.63,10.38,2.4,5.67,0.64,0.96,1.25
330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691,QUEENS,Acute Care Hospitals,Voluntary non-profit - Church,1,Northeast,Middle Atlantic,31.5,23.8,25983,19.3,26,,,,7.8,13.8,23.6,15.3,1.88,,0.17,0.06,2.76,,,3.48,,0.78,1.38,1.2
330396,WOODHULL MEDICAL & MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,KINGS,Acute Care Hospitals,Government - Local,2,Northeast,Middle Atlantic,29.4,35.1,24911,34.4,29.9,,,,8.5,10.1,15.4,13.7,0.91,,0.18,0.07,2.35,,,4.21,,0.79,1.02,1.09
330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,Acute Care Hospitals,Voluntary non-profit - Private,1,Northeast,Middle Atlantic,29.9,1.7,18230,36,13.8,,,,8.9,10.8,15.6,14.7,2.06,,0.24,0.06,2.26,,,4.44,,0.79,1.39,1.27
330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,SUFFOLK,Acute Care Hospitals,Voluntary non-profit - Private,4,Northeast,Middle Atlantic,46.8,87,53485,4.3,50.1,2,12.6,,6.1,8.7,16.2,12.4,2.4,133.4,0.15,0.04,2.38,0.83,12.6,2.92,4.57,0.99,1.09,1.45
330403,MONROE COMMUNITY HOSPITAL,435 EAST HENRIETTA ROAD,ROCHESTER,NY,14620,MONROE,Acute Care Hospitals,Voluntary non-profit - Other,,Northeast,Middle Atlantic,32.8,65.5,30149,20.2,52.9,,,,,,,,,,,,,,,,,,,
330405,HELEN HAYES HOSPITAL,51 NORTH ROUTE 9W,WEST HAVERSTRAW,NY,10993,ROCKLAND,Acute Care Hospitals,Government - Local,,Northeast,Middle Atlantic,42.9,28,27666,17,15.4,,,,,,,,,,,,,,,,,,,
330406,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,1270 BELMONT AVENUE,SCHENECTADY,NY,12308,SCHENECTADY,Acute Care Hospitals,Voluntary non-profit - Private,,Northeast,Middle Atlantic,35.1,58.2,25384,17.2,27.4,,,,,,,,0.49,,0.19,0.07,,,,,,,,
330411,UNITY SPECIALTY HOSPITAL,89 GENESEE STREET,ROCHESTER,NY,14611,MONROE,Acute Care Hospitals,Voluntary non-profit - Private,,Northeast,Middle Atlantic,30.6,20.7,18496,39,11.2,,,,,,,,,,,,,,,,,,,
331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,Critical Access Hospitals,Voluntary non-profit - Private,,Northeast,Middle Atlantic,46.7,97.1,29170,12.3,19.4,,,,,,,,,,,,,,,,,,,
331302,ELIZABETHTOWN COMMUNITY HOSPITAL,75 PARK STREET,ELIZABETHTOWN,NY,12932,ESSEX,Critical Access Hospitals,Voluntary non-profit - Private,,Northeast,Middle Atlantic,56.8,86.1,28287,7.8,24.5,,,,,,18.3,,,,,,,,,,,,,
331303,GARNET HEALTH MEDICAL CENTER CATSKILLS,8081 STATE ROUTE 97,CALLICOON,NY,12723,SULLIVAN,Critical Access Hospitals,Government - Federal,,Northeast,Middle Atlantic,52.4,76.6,44971,14.5,44.3,,,,,,,,,,,,,,,,,,,
331304,MARGARETVILLE MEMORIAL HOSPITAL,42084 STATE HIGHWAY 28,MARGARETVILLE,NY,12455,DELAWARE,Critical Access Hospitals,Voluntary non-profit - Private,,Northeast,Middle Atlantic,59.2,78.3,29435,9,31,,,,,,,,,,,,,,,,,,,
331305,O'CONNOR HOSPITAL,460 ANDES ROAD,DELHI,NY,13753,DELAWARE,Critical Access Hospitals,Voluntary non-profit - Private,,Northeast,Middle Atlantic,30.4,84.6,20907,16.2,36,,,,,,16.5,,,,,,,,,,,,,
331307,CLIFTON FINE HOSPITAL,1014 OSWEGATCHIE TRAIL,STAR LAKE,NY,13690,ST. LAWRENCE,Critical Access Hospitals,Voluntary non-profit - Private,,Northeast,Middle Atlantic,54.6,91.6,27292,17.5,16.6,,,,,,,,,,,,,,,,,,,
331309,RIVER HOSPITAL CLINICS,4 FULLER STREET,ALEXANDRIA BAY,NY,13607,JEFFERSON,Critical Access Hospitals,Voluntary non-profit - Private,,Northeast,Middle Atlantic,58.9,96.4,29901,6.9,35.5,,,,,,,,,,,,,,,,,,,
331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,Critical Access Hospitals,Voluntary non-profit - Private,,Northeast,Middle Atlantic,40.4,57.7,26593,25.2,20.7,,,,,,15.8,,,,,,,,,,,,,
331311,LITTLE FALLS HOSPITAL,140 BURWELL STREET,LITTLE FALLS,NY,13365,HERKIMER,Critical Access Hospitals,Voluntary non-profit - Private,4,Northeast,Middle Atlantic,40,95.4,30506,16,20.6,,,,8.1,11.6,18.7,,,,,,,,,,,,,
331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,Critical Access Hospitals,Voluntary non-profit - Private,,Northeast,Middle Atlantic,45.7,96.2,26484,23.5,17.3,,,,,,,,,,,,,,,,,,,
331313,SCHUYLER HOSPITAL,220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,Critical Access Hospitals,Voluntary non-profit - Private,,Northeast,Middle Atlantic,49.1,96,24500,19.1,19.1,,,,,,17.6,,,,,,,,,,,,,
331314,SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,418 NORTH MAIN STREET,PENN YAN,NY,14527,YATES,Critical Access Hospitals,Voluntary non-profit - Private,,Northeast,Middle Atlantic,43,94.5,28389,13.3,23.3,,,,,,20.1,,,,,,,,,,,,,
331315,GOUVERNEUR HOSPITAL,77 WEST BARNEY STREET,GOUVERNEUR,NY,13642,ST. LAWRENCE,Critical Access Hospitals,Voluntary non-profit - Private,,Northeast,Middle Atlantic,45.1,86.4,25614,16.9,14,,,,,,17.1,,,,,,,,,,,,,
331316,"COMMUNITY MEMORIAL HOSPITAL, INC",150 BROAD STREET,HAMILTON,NY,13346,MADISON,Critical Access Hospitals,Voluntary non-profit - Private,4,Northeast,Middle Atlantic,29.1,82.4,19123,10.6,48.7,2.3,,,9.2,12.9,19.3,,,,,,,,,,,,,
331317,LEWIS COUNTY GENERAL HOSPITAL,7785 NORTH STATE STREET,LOWVILLE,NY,13367,LEWIS,Critical Access Hospitals,Voluntary non-profit - Other,1,Northeast,Middle Atlantic,40.4,94.2,31627,13.9,20.8,,,,,,,,,,,,,,,,,,,
331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,Critical Access Hospitals,Voluntary non-profit - Private,,Northeast,Middle Atlantic,33.3,85.2,30459,15.8,19.7,,,,,,,,,,,,,,,,,,,
331319,MEDINA MEMORIAL HOSPITAL,200 OHIO STREET,MEDINA,NY,14103,ORLEANS,Critical Access Hospitals,Voluntary non-profit - Private,,Northeast,Middle Atlantic,43,85.6,27055,12.7,18.3,,,,,,,,,,,,,,,,,,,
331320,COBLESKILL REGIONAL HOSPITAL,178 GRANDVIEW DRIVE,COBLESKILL,NY,12043,SCHOHARIE,Critical Access Hospitals,Voluntary non-profit - Private,,Northeast,Middle Atlantic,34.9,88.9,26616,15.2,31.4,,,,8.7,12.1,16.4,,,,,,,,,,,,,
333301,BLYTHEDALE CHILDREN'S HOSPITAL,95 BRADHURST AVENUE,VALHALLA,NY,10595,WESTCHESTER,Childrens,Voluntary non-profit - Private,,Northeast,Middle Atlantic,35.7,62.7,39868,14.1,44.6,,,,,,,,,,,,,,,,,,,
334001,HUTCHINGS PSYCHIATRIC CTR,620 MADISON STREET,SYRACUSE,NY,13210,ONONDAGA,Psychiatric,Government - State,,Northeast,Middle Atlantic,21.2,57.4,12359,38.5,51.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334002,FOUR WINDS,800 CROSS RIVER RD,KATONAH,NY,10536,WESTCHESTER,Psychiatric,Proprietary,,Northeast,Middle Atlantic,42.1,84.7,60591,4.8,69.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334003,ST LAWRENCE PSYCH CENTER,ONE CHIMNEY POINT DRIVE,OGDENSBURG,NY,13669,ST. LAWRENCE,Psychiatric,Government - State,,Northeast,Middle Atlantic,42.8,87.5,28378,20.1,19.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334004,CREEDMOOR PSYCHIATRIC CENTER,80-45 WINCHESTER BLVD BLDG B,QUEENS VILLAGE,NY,11427,QUEENS,Psychiatric,Government - State,,Northeast,Middle Atlantic,42.9,17,33268,9.1,34.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334009,NEW YORK STATE PSYCHIATRIC INSTITUTE,722 W 168TH ST,NEW YORK,NY,10032,NEW YORK,Psychiatric,Government - State,,Northeast,Middle Atlantic,36.3,15.1,25851,18.6,34.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334012,GREATER BINGHAMTON HEALTH CENTER,425 ROBINSON ST,BINGHAMTON,NY,13901,BROOME,Psychiatric,Government - Local,,Northeast,Middle Atlantic,39.6,82.8,25441,24.1,26.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334013,PILGRIM PSYCHIATRIC CENTER,998 CROOKED HILL ROAD,WEST BRENTWOOD,NY,11717,SUFFOLK,Psychiatric,Government - State,,Northeast,Middle Atlantic,34.9,11.7,32846,9.3,16.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334015,ROCKLAND PSYCH CTR,140 OLD ORANGEBURG RD,ORANGEBURG,NY,10962,ROCKLAND,Psychiatric,Government - State,,Northeast,Middle Atlantic,44.5,67.8,44587,3.2,53.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334020,ROCHESTER PSYCHIATRIC CENTER,1600 SOUTH AVE,ROCHESTER,NY,14620,MONROE,Psychiatric,Government - Local,,Northeast,Middle Atlantic,32.8,65.5,30149,20.2,52.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334021,MOHAWK VALLEY PSYCHIATRIC CENTER,1400 NOYES ST,UTICA,NY,13502,ONEIDA,Psychiatric,Government - Local,,Northeast,Middle Atlantic,37.5,71.2,27274,19.7,24.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334022,BRYLIN HOSP,1263 DELAWARE AVE,BUFFALO,NY,14209,ERIE,Psychiatric,Proprietary,,Northeast,Middle Atlantic,32.7,46.4,20783,28.4,40.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334026,"BRUNSWICK HOSPITAL CENTER, INC.",81 LOUDEN AVE,AMITYVILLE,NY,11701,SUFFOLK,Psychiatric,Proprietary,,Northeast,Middle Atlantic,39.7,33,36568,7.2,24.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334027,SOUTH OAKS HOSP,400 SUNRISE HIGHWAY,AMITYVILLE,NY,11701,SUFFOLK,Psychiatric,Voluntary non-profit - Private,,Northeast,Middle Atlantic,39.7,33,36568,7.2,24.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334043,SOUTH BEACH PSYCHIATRIC CENTER,777 SEAVIEW AVE,STATEN ISLAND,NY,10305,RICHMOND,Psychiatric,Government - State,,Northeast,Middle Atlantic,40.5,59.2,37000,10.6,32.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334045,ELMIRA PSYCH CENTER,WASHINGTON ST,ELMIRA,NY,14901,CHEMUNG,Psychiatric,Government - State,,Northeast,Middle Atlantic,37.2,76.8,19628,28.9,13.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334046,CAPITAL DISTRICT PSYCH CENTER,75 NEW SCOTLAND AVE,ALBANY,NY,12208,ALBANY,Psychiatric,Government - State,,Northeast,Middle Atlantic,33.3,65.3,35756,17.8,55.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334048,GRACIE SQUARE HOSP,420 EAST 76 ST,NEW YORK,NY,10021,NEW YORK,Psychiatric,Voluntary non-profit - Private,,Northeast,Middle Atlantic,42.4,80.9,79224,5.3,80.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334049,FOUR WINDS OF SARATOGA,30 CRESCENT AVE,SARATOGA SPRINGS,NY,12866,SARATOGA,Psychiatric,Proprietary,,Northeast,Middle Atlantic,44.7,87.7,43364,6.2,54.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334052,BUFFALO PSYCHIATRIC CENTER,400 FOREST AVE,BUFFALO,NY,14213,ERIE,Psychiatric,Government - State,,Northeast,Middle Atlantic,29.8,41.6,24280,32,30.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334053,BRONX PSYCHIATRIC CENTER,1500 WATERS PLACE,BRONX,NY,10461,BRONX,Psychiatric,Government - State,,Northeast,Middle Atlantic,37.8,31.2,32147,13.5,28.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334054,MANHATTAN PSYCHIATRIC CENTER,WARD'S ISLAND,NEW YORK,NY,10035,NEW YORK,Psychiatric,Government - State,,Northeast,Middle Atlantic,36.3,12.1,21474,35,28.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334060,KIRBY FORENSIC PSYCHIATRIC CENTER,WARD ISLAND,NEW YORK,NY,10035,NEW YORK,Psychiatric,Government - State,,Northeast,Middle Atlantic,36.3,12.1,21474,35,28.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334061,MID HUDSON FORENSIC PSYCHIATRIC CTR,BOX 158 ROUTE 17M,NEW HAMPTON,NY,10958,ORANGE,Psychiatric,Government - State,,Northeast,Middle Atlantic,44,67.2,41672,3.5,34.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334063,KINGSBORO PSYCHIATRIC HOSPITAL,681 CLARKSON AVENUE,BROOKLYN,NY,11203,KINGS,Psychiatric,Government - State,,Northeast,Middle Atlantic,40,3.8,31892,13.8,26.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
334064,SAGAMORE CHILDREN'S PSYCHIATRIC CENTER,197 HALF  HOLLOW ROAD,DIX HILLS,NY,11746,SUFFOLK,Psychiatric,Government - State,,Northeast,Middle Atlantic,43.2,63.3,46124,7.4,48.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
